filename,realism_score
BEGAN_epoch44_step430000_3527.png,9.268928766250610352e-01
BEGAN_epoch44_step430000_757.png,6.513274312019348145e-01
BEGAN_epoch44_step430000_503.png,9.235668182373046875e-01
BEGAN_epoch44_step430000_952.png,7.614107131958007812e-01
BEGAN_epoch44_step430000_1766.png,8.601035475730895996e-01
BEGAN_epoch44_step430000_2589.png,1.121874928474426270e+00
BEGAN_epoch44_step430000_108.png,8.746176362037658691e-01
BEGAN_epoch44_step430000_208.png,7.447306513786315918e-01
BEGAN_epoch44_step430000_1960.png,9.081885218620300293e-01
BEGAN_epoch44_step430000_2309.png,8.065933585166931152e-01
BEGAN_epoch44_step430000_814.png,8.171557188034057617e-01
BEGAN_epoch44_step430000_411.png,1.035087585449218750e+00
BEGAN_epoch44_step430000_2483.png,1.036809682846069336e+00
BEGAN_epoch44_step430000_891.png,1.265305995941162109e+00
BEGAN_epoch44_step430000_3879.png,9.517425298690795898e-01
BEGAN_epoch44_step430000_3073.png,1.109965562820434570e+00
BEGAN_epoch44_step430000_590.png,9.854226708412170410e-01
BEGAN_epoch44_step430000_1625.png,8.555857539176940918e-01
BEGAN_epoch44_step430000_2408.png,8.047618269920349121e-01
BEGAN_epoch44_step430000_1908.png,7.658227086067199707e-01
BEGAN_epoch44_step430000_975.png,5.474339127540588379e-01
BEGAN_epoch44_step430000_3104.png,8.265895247459411621e-01
BEGAN_epoch44_step430000_2815.png,8.346456289291381836e-01
BEGAN_epoch44_step430000_2109.png,7.172896862030029297e-01
BEGAN_epoch44_step430000_3283.png,5.453149080276489258e-01
BEGAN_epoch44_step430000_2988.png,7.400418519973754883e-01
BEGAN_epoch44_step430000_2569.png,1.201320052146911621e+00
BEGAN_epoch44_step430000_1356.png,5.257142782211303711e-01
BEGAN_epoch44_step430000_2855.png,8.340908288955688477e-01
BEGAN_epoch44_step430000_2276.png,1.134185194969177246e+00
BEGAN_epoch44_step430000_3347.png,7.540982961654663086e-01
BEGAN_epoch44_step430000_3034.png,9.800796508789062500e-01
wgan_gp_11527.png,3.320754766464233398e-01
wgan_gp_22893.png,8.501170277595520020e-01
wgan_gp_38184.png,5.795275568962097168e-01
wgan_gp_30670.png,9.368131160736083984e-01
wgan_gp_27575.png,1.007117271423339844e+00
wgan_gp_35934.png,5.909822583198547363e-01
wgan_gp_22830.png,7.588357329368591309e-01
wgan_gp_1177.png,6.847015023231506348e-01
wgan_gp_11349.png,7.799999713897705078e-01
wgan_gp_26955.png,6.290598511695861816e-01
wgan_gp_14574.png,7.666665911674499512e-01
wgan_gp_29420.png,8.325580954551696777e-01
wgan_gp_12697.png,7.960953712463378906e-01
wgan_gp_18056.png,1.027069926261901855e+00
wgan_gp_39603.png,6.635513901710510254e-01
wgan_gp_49423.png,1.001669287681579590e+00
wgan_gp_36124.png,3.279424905776977539e-01
wgan_gp_33781.png,9.759035110473632812e-01
wgan_gp_40517.png,9.247311353683471680e-01
wgan_gp_29162.png,1.144876241683959961e+00
wgan_gp_8103.png,6.435100436210632324e-01
wgan_gp_38663.png,8.967000842094421387e-01
wgan_gp_44400.png,7.268722057342529297e-01
wgan_gp_28054.png,6.352530717849731445e-01
wgan_gp_13654.png,9.885056614875793457e-01
wgan_gp_32181.png,7.451403141021728516e-01
wgan_gp_13895.png,5.198300480842590332e-01
wgan_gp_39430.png,3.691345155239105225e-01
wgan_gp_40136.png,7.896994948387145996e-01
wgan_gp_490.png,8.159090280532836914e-01
wgan_gp_11148.png,7.429805397987365723e-01
wgan_gp_26520.png,8.589107990264892578e-01
wgan_gp_34921.png,6.214689016342163086e-01
wgan_gp_39712.png,7.348836660385131836e-01
wgan_gp_1774.png,1.042372822761535645e+00
wgan_gp_12896.png,9.173668622970581055e-01
wgan_gp_34695.png,6.527272462844848633e-01
wgan_gp_24048.png,8.793102502822875977e-01
wgan_gp_48074.png,9.387416243553161621e-01
wgan_gp_6191.png,5.228950977325439453e-01
wgan_gp_10665.png,4.965893626213073730e-01
wgan_gp_15262.png,5.112676024436950684e-01
wgan_gp_28558.png,7.616707086563110352e-01
wgan_gp_1447.png,4.237895905971527100e-01
wgan_gp_5581.png,5.259938836097717285e-01
wgan_gp_3278.png,5.657051205635070801e-01
wgan_gp_9098.png,1.111782431602478027e+00
wgan_gp_4513.png,4.950911700725555420e-01
wgan_gp_25142.png,8.551401495933532715e-01
wgan_gp_6521.png,6.635859608650207520e-01
wgan_gp_25690.png,8.344827294349670410e-01
wgan_gp_27053.png,4.659090936183929443e-01
wgan_gp_47552.png,6.457925438880920410e-01
wgan_gp_43528.png,1.036789178848266602e+00
wgan_gp_44608.png,6.818631887435913086e-01
wgan_gp_20930.png,8.394494652748107910e-01
wgan_gp_41299.png,7.009524106979370117e-01
wgan_gp_15894.png,7.091633081436157227e-01
wgan_gp_19973.png,1.081544995307922363e+00
wgan_gp_4111.png,8.260868787765502930e-01
wgan_gp_42700.png,7.934781908988952637e-01
wgan_gp_30300.png,9.145727753639221191e-01
wgan_gp_9612.png,9.148665070533752441e-01
wgan_gp_47190.png,9.020355343818664551e-01
wgan_gp_4359.png,7.104247212409973145e-01
wgan_gp_40261.png,9.253245592117309570e-01
wgan_gp_31079.png,7.229862213134765625e-01
wgan_gp_46355.png,1.003095865249633789e+00
wgan_gp_46489.png,6.475095748901367188e-01
wgan_gp_46580.png,7.123015522956848145e-01
wgan_gp_12267.png,7.724550366401672363e-01
wgan_gp_39914.png,6.890594959259033203e-01
wgan_gp_3790.png,8.408550620079040527e-01
wgan_gp_21446.png,6.323024034500122070e-01
wgan_gp_23354.png,1.269406318664550781e+00
wgan_gp_30197.png,8.799453377723693848e-01
wgan_gp_43882.png,7.483443021774291992e-01
wgan_gp_33139.png,1.054858803749084473e+00
wgan_gp_44524.png,5.653543472290039062e-01
wgan_gp_26106.png,5.538461804389953613e-01
wgan_gp_33674.png,8.345323204994201660e-01
wgan_gp_32356.png,1.140410780906677246e+00
wgan_gp_33231.png,8.990449309349060059e-01
wgan_gp_13420.png,1.111111044883728027e+00
wgan_gp_16394.png,8.183961510658264160e-01
wgan_gp_20187.png,5.466867685317993164e-01
wgan_gp_12395.png,8.222221732139587402e-01
wgan_gp_2218.png,5.388470888137817383e-01
wgan_gp_1849.png,8.143851161003112793e-01
wgan_gp_43692.png,9.740456938743591309e-01
wgan_gp_29995.png,6.250000000000000000e-01
wgan_gp_30081.png,3.243494331836700439e-01
wgan_gp_15968.png,6.415770649909973145e-01
wgan_gp_18769.png,9.427791833877563477e-01
wgan_gp_2927.png,6.574074029922485352e-01
wgan_gp_26768.png,8.212289810180664062e-01
wgan_gp_19723.png,8.655256032943725586e-01
wgan_gp_20813.png,1.003597021102905273e+00
wgan_gp_48460.png,7.727272510528564453e-01
wgan_gp_40370.png,8.860758543014526367e-01
wgan_gp_24682.png,5.618320703506469727e-01
wgan_gp_7152.png,9.839227199554443359e-01
wgan_gp_9979.png,7.061143517494201660e-01
wgan_gp_15692.png,7.316561341285705566e-01
wgan_gp_37801.png,7.261410355567932129e-01
wgan_gp_40789.png,6.122807264328002930e-01
wgan_gp_49518.png,6.907629966735839844e-01
wgan_gp_32931.png,4.287425279617309570e-01
wgan_gp_10113.png,9.707446098327636719e-01
wgan_gp_35368.png,9.307228326797485352e-01
wgan_gp_38881.png,9.838708639144897461e-01
wgan_gp_46662.png,7.482992410659790039e-01
wgan_gp_7711.png,8.117913007736206055e-01
wgan_gp_48358.png,1.239999890327453613e+00
wgan_gp_48653.png,9.175531268119812012e-01
wgan_gp_24298.png,6.679104566574096680e-01
wgan_gp_25786.png,7.081711888313293457e-01
wgan_gp_3657.png,1.046843171119689941e+00
wgan_gp_47065.png,7.349396944046020508e-01
wgan_gp_37266.png,1.057056903839111328e+00
wgan_gp_10790.png,5.175627470016479492e-01
wgan_gp_2838.png,8.913736939430236816e-01
wgan_gp_48247.png,8.740553259849548340e-01
wgan_gp_2728.png,9.013332724571228027e-01
wgan_gp_23974.png,9.738560914993286133e-01
wgan_gp_25409.png,8.704187870025634766e-01
wgan_gp_26019.png,9.346210360527038574e-01
wgan_gp_6784.png,5.955631136894226074e-01
wgan_gp_30969.png,8.937823176383972168e-01
wgan_gp_40672.png,1.066666603088378906e+00
wgan_gp_5055.png,4.194312691688537598e-01
wgan_gp_34333.png,8.909090161323547363e-01
wgan_gp_39011.png,3.621031641960144043e-01
wgan_gp_28252.png,5.275362133979797363e-01
wgan_gp_37586.png,8.007075190544128418e-01
wgan_gp_49139.png,6.787072420120239258e-01
wgan_gp_28891.png,9.999998807907104492e-01
wgan_gp_35183.png,7.735848426818847656e-01
wgan_gp_28951.png,9.810297489166259766e-01
wgan_gp_14127.png,9.715188741683959961e-01
wgan_gp_31500.png,6.884057521820068359e-01
wgan_gp_3549.png,4.727030694484710693e-01
wgan_gp_11431.png,9.118109345436096191e-01
wgan_gp_13340.png,4.426829218864440918e-01
wgan_gp_39514.png,1.045454502105712891e+00
wgan_gp_29544.png,8.360655307769775391e-01
wgan_gp_39196.png,1.001398563385009766e+00
wgan_gp_8922.png,4.899425208568572998e-01
wgan_gp_43100.png,5.897436141967773438e-01
wgan_gp_31244.png,6.345454454421997070e-01
wgan_gp_21268.png,6.996197700500488281e-01
wgan_gp_5285.png,1.078303337097167969e+00
wgan_gp_28142.png,9.312976002693176270e-01
wgan_gp_34830.png,5.359765291213989258e-01
wgan_gp_12179.png,3.862559199333190918e-01
wgan_gp_13218.png,8.115606307983398438e-01
wgan_gp_18390.png,6.143667101860046387e-01
wgan_gp_5957.png,8.560410737991333008e-01
wgan_gp_43430.png,7.962085008621215820e-01
wgan_gp_34603.png,7.949885725975036621e-01
wgan_gp_6921.png,5.253164768218994141e-01
wgan_gp_1765.png,7.154638767242431641e-01
wgan_gp_20091.png,7.027558684349060059e-01
wgan_gp_31367.png,6.642599105834960938e-01
wgan_gp_8696.png,8.722358345985412598e-01
wgan_gp_13820.png,6.391382217407226562e-01
wgan_gp_23707.png,7.172130942344665527e-01
wgan_gp_17945.png,8.205127716064453125e-01
wgan_gp_15802.png,7.127429246902465820e-01
wgan_gp_12496.png,9.504949450492858887e-01
wgan_gp_34225.png,5.123010277748107910e-01
wgan_gp_5808.png,8.428570628166198730e-01
wgan_gp_899.png,9.263958930969238281e-01
wgan_gp_4189.png,6.243567466735839844e-01
wgan_gp_27369.png,1.464757561683654785e+00
wgan_gp_29804.png,8.909090161323547363e-01
wgan_gp_19597.png,5.959031581878662109e-01
wgan_gp_45661.png,7.213114500045776367e-01
wgan_gp_49646.png,1.039568185806274414e+00
wgan_gp_9669.png,5.490797758102416992e-01
wgan_gp_47645.png,9.253163933753967285e-01
wgan_gp_32682.png,6.049586534500122070e-01
wgan_gp_8282.png,6.146789193153381348e-01
wgan_gp_31975.png,6.866537928581237793e-01
wgan_gp_1053.png,1.117845058441162109e+00
wgan_gp_441.png,3.753943145275115967e-01
wgan_gp_6643.png,7.245508432388305664e-01
wgan_gp_31166.png,8.716048598289489746e-01
wgan_gp_28762.png,1.016333818435668945e+00
wgan_gp_25284.png,6.586825847625732422e-01
wgan_gp_8581.png,9.031412601470947266e-01
wgan_gp_26224.png,8.578679561614990234e-01
wgan_gp_18582.png,8.709676861763000488e-01
wgan_gp_2251.png,1.012779474258422852e+00
wgan_gp_26637.png,7.003816962242126465e-01
wgan_gp_49951.png,9.913792014122009277e-01
wgan_gp_35270.png,6.742857098579406738e-01
wgan_gp_44872.png,8.478260040283203125e-01
wgan_gp_21136.png,7.906976342201232910e-01
wgan_gp_16581.png,8.192456960678100586e-01
wgan_gp_21522.png,4.907539188861846924e-01
wgan_gp_23597.png,7.742615342140197754e-01
wgan_gp_18695.png,7.362636923789978027e-01
wgan_gp_9421.png,8.188234567642211914e-01
wgan_gp_3811.png,8.843373060226440430e-01
wgan_gp_14810.png,8.279069066047668457e-01
wgan_gp_27463.png,9.534882903099060059e-01
wgan_gp_39080.png,4.419475793838500977e-01
wgan_gp_195.png,1.029220700263977051e+00
wgan_gp_8012.png,5.363214612007141113e-01
wgan_gp_7506.png,9.344728589057922363e-01
wgan_gp_49725.png,1.045885920524597168e+00
wgan_gp_36241.png,9.245282411575317383e-01
wgan_gp_43805.png,7.753303647041320801e-01
wgan_gp_27659.png,6.652631163597106934e-01
wgan_gp_32090.png,7.576469779014587402e-01
wgan_gp_27734.png,9.972898960113525391e-01
wgan_gp_33400.png,9.830507636070251465e-01
wgan_gp_49255.png,9.376622438430786133e-01
wgan_gp_10858.png,1.133555769920349121e+00
wgan_gp_41402.png,6.643902659416198730e-01
wgan_gp_22262.png,7.965367436408996582e-01
wgan_gp_45944.png,9.888888001441955566e-01
wgan_gp_37501.png,4.434447288513183594e-01
wgan_gp_9854.png,5.525525808334350586e-01
wgan_gp_8213.png,6.970296502113342285e-01
wgan_gp_24467.png,9.435896873474121094e-01
wgan_gp_35791.png,1.048432946205139160e+00
wgan_gp_45025.png,1.169013977050781250e+00
wgan_gp_42796.png,7.553191184997558594e-01
wgan_gp_47436.png,7.245508432388305664e-01
wgan_gp_25523.png,6.786447167396545410e-01
wgan_gp_40922.png,9.408283233642578125e-01
wgan_gp_19115.png,6.385964751243591309e-01
wgan_gp_4937.png,8.977271914482116699e-01
wgan_gp_15374.png,8.633193373680114746e-01
wgan_gp_13995.png,4.939271211624145508e-01
wgan_gp_13730.png,5.668277144432067871e-01
wgan_gp_47347.png,1.046920776367187500e+00
wgan_gp_33021.png,6.339622735977172852e-01
wgan_gp_12587.png,9.333332777023315430e-01
wgan_gp_45323.png,9.522470831871032715e-01
wgan_gp_6374.png,1.153354525566101074e+00
wgan_gp_39784.png,8.748316764831542969e-01
wgan_gp_33898.png,1.100386023521423340e+00
wgan_gp_11256.png,7.635574340820312500e-01
wgan_gp_17091.png,8.595237731933593750e-01
wgan_gp_13119.png,7.619047164916992188e-01
wgan_gp_31797.png,6.810981631278991699e-01
wgan_gp_47929.png,5.836177468299865723e-01
wgan_gp_23277.png,1.045583963394165039e+00
wgan_gp_17421.png,8.633092641830444336e-01
wgan_gp_27154.png,8.611110448837280273e-01
wgan_gp_34016.png,6.101694703102111816e-01
wgan_gp_3045.png,8.537233471870422363e-01
wgan_gp_24544.png,1.016666531562805176e+00
wgan_gp_7279.png,9.331102967262268066e-01
wgan_gp_21965.png,8.093125820159912109e-01
wgan_gp_20703.png,6.552380919456481934e-01
wgan_gp_40029.png,8.434578776359558105e-01
wgan_gp_44193.png,5.795275568962097168e-01
wgan_gp_45427.png,1.111464858055114746e+00
wgan_gp_21787.png,1.003344416618347168e+00
wgan_gp_29702.png,1.157728552818298340e+00
wgan_gp_22968.png,4.691516757011413574e-01
wgan_gp_38749.png,1.196078300476074219e+00
wgan_gp_19857.png,9.239939451217651367e-01
wgan_gp_7038.png,7.153283953666687012e-01
wgan_gp_30567.png,8.992906808853149414e-01
wgan_gp_16651.png,7.909482121467590332e-01
wgan_gp_8379.png,5.646480917930603027e-01
wgan_gp_28440.png,4.598591625690460205e-01
wgan_gp_46864.png,7.376032471656799316e-01
wgan_gp_14941.png,8.615022897720336914e-01
wgan_gp_48855.png,5.248120427131652832e-01
wgan_gp_23888.png,6.380255818367004395e-01
wgan_gp_1551.png,5.867768526077270508e-01
wgan_gp_20362.png,8.337531089782714844e-01
wgan_gp_3079.png,5.666104555130004883e-01
wgan_gp_32576.png,8.622448444366455078e-01
wgan_gp_35043.png,4.422604441642761230e-01
wgan_gp_42321.png,6.659959554672241211e-01
wgan_gp_9502.png,5.513595342636108398e-01
wgan_gp_45543.png,8.917524814605712891e-01
wgan_gp_16724.png,9.211821556091308594e-01
wgan_gp_41570.png,5.674341917037963867e-01
wgan_gp_27940.png,8.446114659309387207e-01
wgan_gp_36040.png,4.382566511631011963e-01
wgan_gp_37103.png,5.085227489471435547e-01
wgan_gp_36461.png,8.365383744239807129e-01
wgan_gp_38385.png,8.240740299224853516e-01
wgan_gp_42546.png,8.795180320739746094e-01
wgan_gp_922.png,1.021276473999023438e+00
wgan_gp_26340.png,6.829745173454284668e-01
wgan_gp_49847.png,9.680850505828857422e-01
wgan_gp_14368.png,1.111561775207519531e+00
wgan_gp_44757.png,8.777776956558227539e-01
wgan_gp_7901.png,6.878612637519836426e-01
wgan_gp_16957.png,3.759590685367584229e-01
wgan_gp_31701.png,6.156522035598754883e-01
wgan_gp_10998.png,6.615969538688659668e-01
wgan_gp_18265.png,9.860723614692687988e-01
wgan_gp_1633.png,8.322474956512451172e-01
wgan_gp_36322.png,8.571428060531616211e-01
wgan_gp_22695.png,4.236276745796203613e-01
wgan_gp_25028.png,8.277511596679687500e-01
wgan_gp_19422.png,1.235690116882324219e+00
wgan_gp_6259.png,1.154513716697692871e+00
wgan_gp_42419.png,1.031347870826721191e+00
wgan_gp_41655.png,8.799999356269836426e-01
wgan_gp_36795.png,8.888888359069824219e-01
wgan_gp_16490.png,5.936455130577087402e-01
wgan_gp_37020.png,6.729434728622436523e-01
wgan_gp_4180.png,6.175438761711120605e-01
wgan_gp_41189.png,5.268505215644836426e-01
wgan_gp_43288.png,1.056716322898864746e+00
wgan_gp_48779.png,8.999999165534973145e-01
wgan_gp_15024.png,8.891624808311462402e-01
wgan_gp_19183.png,9.728914499282836914e-01
wgan_gp_21711.png,9.877675175666809082e-01
wgan_gp_24188.png,8.567707538604736328e-01
wgan_gp_11892.png,4.589743614196777344e-01
wgan_gp_42003.png,6.752873659133911133e-01
