filename,realism_score
BEGAN_epoch44_step430000_3543.png,8.340908288955688477e-01
BEGAN_epoch44_step430000_1123.png,1.134185194969177246e+00
BEGAN_epoch44_step430000_2529.png,7.540982961654663086e-01
BEGAN_epoch44_step430000_712.png,9.800796508789062500e-01
BEGAN_epoch44_step430000_4038.png,1.281249880790710449e+00
BEGAN_epoch44_step430000_39.png,9.969968795776367188e-01
BEGAN_epoch44_step430000_2200.png,1.034090876579284668e+00
BEGAN_epoch44_step430000_832.png,5.450450181961059570e-01
BEGAN_epoch44_step430000_327.png,1.122699260711669922e+00
BEGAN_epoch44_step430000_791.png,9.323076009750366211e-01
BEGAN_epoch44_step430000_738.png,5.064194202423095703e-01
BEGAN_epoch44_step430000_3638.png,7.521367073059082031e-01
BEGAN_epoch44_step430000_1529.png,9.891007542610168457e-01
BEGAN_epoch44_step430000_2391.png,1.173611044883728027e+00
BEGAN_epoch44_step430000_3158.png,5.900514721870422363e-01
BEGAN_epoch44_step430000_2495.png,7.412730455398559570e-01
BEGAN_epoch44_step430000_1407.png,8.795810937881469727e-01
BEGAN_epoch44_step430000_1982.png,9.726026654243469238e-01
BEGAN_epoch44_step430000_139.png,1.059701442718505859e+00
BEGAN_epoch44_step430000_3056.png,9.808742403984069824e-01
BEGAN_epoch44_step430000_3090.png,6.200717091560363770e-01
BEGAN_epoch44_step430000_1721.png,9.729728698730468750e-01
BEGAN_epoch44_step430000_3832.png,8.344827294349670410e-01
BEGAN_epoch44_step430000_2514.png,6.804511547088623047e-01
BEGAN_epoch44_step430000_3713.png,8.864733576774597168e-01
BEGAN_epoch44_step430000_2043.png,7.561982870101928711e-01
BEGAN_epoch44_step430000_1610.png,9.999998807907104492e-01
BEGAN_epoch44_step430000_3976.png,9.999999403953552246e-01
BEGAN_epoch44_step430000_4021.png,1.011857628822326660e+00
BEGAN_epoch44_step430000_237.png,7.841879725456237793e-01
BEGAN_epoch44_step430000_2661.png,9.835163950920104980e-01
BEGAN_epoch44_step430000_3423.png,8.372640609741210938e-01
BEGAN_epoch44_step430000_531.png,7.799144983291625977e-01
BEGAN_epoch44_step430000_481.png,7.723214030265808105e-01
BEGAN_epoch44_step430000_2712.png,9.481864571571350098e-01
BEGAN_epoch44_step430000_606.png,1.039999961853027344e+00
BEGAN_epoch44_step430000_460.png,7.662649750709533691e-01
BEGAN_epoch44_step430000_690.png,1.149122714996337891e+00
BEGAN_epoch44_step430000_3653.png,4.628422558307647705e-01
BEGAN_epoch44_step430000_1641.png,7.310756444931030273e-01
BEGAN_epoch44_step430000_1475.png,1.265700340270996094e+00
BEGAN_epoch44_step430000_851.png,6.112957000732421875e-01
BEGAN_epoch44_step430000_1801.png,8.944443464279174805e-01
BEGAN_epoch44_step430000_4059.png,9.510868787765502930e-01
BEGAN_epoch44_step430000_3015.png,1.030898809432983398e+00
BEGAN_epoch44_step430000_3811.png,7.704544663429260254e-01
BEGAN_epoch44_step430000_1816.png,9.611649513244628906e-01
BEGAN_epoch44_step430000_446.png,7.228915095329284668e-01
BEGAN_epoch44_step430000_2544.png,3.757764101028442383e-01
BEGAN_epoch44_step430000_2897.png,7.446808218955993652e-01
BEGAN_epoch44_step430000_1225.png,8.387849926948547363e-01
BEGAN_epoch44_step430000_3794.png,1.194719314575195312e+00
BEGAN_epoch44_step430000_548.png,6.898496150970458984e-01
BEGAN_epoch44_step430000_650.png,4.501278698444366455e-01
BEGAN_epoch44_step430000_621.png,5.083798766136169434e-01
BEGAN_epoch44_step430000_3003.png,7.259713411331176758e-01
BEGAN_epoch44_step430000_2962.png,6.514806151390075684e-01
BEGAN_epoch44_step430000_1189.png,1.227941036224365234e+00
BEGAN_epoch44_step430000_247.png,6.091549396514892578e-01
BEGAN_epoch44_step430000_3120.png,7.867646217346191406e-01
BEGAN_epoch44_step430000_2798.png,9.858356118202209473e-01
BEGAN_epoch44_step430000_3747.png,1.062893033027648926e+00
BEGAN_epoch44_step430000_2029.png,6.666666269302368164e-01
BEGAN_epoch44_step430000_1497.png,8.368297815322875977e-01
BEGAN_epoch44_step430000_2607.png,1.043046236038208008e+00
BEGAN_epoch44_step430000_1707.png,6.526508331298828125e-01
BEGAN_epoch44_step430000_2219.png,7.169421315193176270e-01
BEGAN_epoch44_step430000_1566.png,6.638655066490173340e-01
BEGAN_epoch44_step430000_1286.png,9.404144287109375000e-01
BEGAN_epoch44_step430000_3769.png,7.647058367729187012e-01
BEGAN_epoch44_step430000_3384.png,8.123619556427001953e-01
BEGAN_epoch44_step430000_3362.png,9.347825050354003906e-01
BEGAN_epoch44_step430000_3949.png,8.456220626831054688e-01
BEGAN_epoch44_step430000_2772.png,6.784313321113586426e-01
BEGAN_epoch44_step430000_2168.png,3.955835998058319092e-01
BEGAN_epoch44_step430000_1170.png,6.810344457626342773e-01
BEGAN_epoch44_step430000_1597.png,8.341583609580993652e-01
BEGAN_epoch44_step430000_575.png,1.082018852233886719e+00
BEGAN_epoch44_step430000_3561.png,8.372640609741210938e-01
BEGAN_epoch44_step430000_1582.png,9.197994470596313477e-01
BEGAN_epoch44_step430000_1687.png,8.388746380805969238e-01
BEGAN_epoch44_step430000_1025.png,8.766066431999206543e-01
BEGAN_epoch44_step430000_3253.png,1.119873762130737305e+00
BEGAN_epoch44_step430000_1873.png,1.074534058570861816e+00
BEGAN_epoch44_step430000_3617.png,7.267206311225891113e-01
BEGAN_epoch44_step430000_1780.png,7.305935621261596680e-01
BEGAN_epoch44_step430000_2146.png,1.167910337448120117e+00
BEGAN_epoch44_step430000_3695.png,1.038609862327575684e+00
BEGAN_epoch44_step430000_1897.png,8.689838647842407227e-01
BEGAN_epoch44_step430000_3234.png,9.238578081130981445e-01
BEGAN_epoch44_step430000_1140.png,1.060606002807617188e+00
BEGAN_epoch44_step430000_1341.png,9.822484254837036133e-01
BEGAN_epoch44_step430000_428.png,6.624087691307067871e-01
BEGAN_epoch44_step430000_2257.png,9.970500469207763672e-01
BEGAN_epoch44_step430000_2420.png,1.088050246238708496e+00
BEGAN_epoch44_step430000_2185.png,8.167538642883300781e-01
BEGAN_epoch44_step430000_914.png,9.019607305526733398e-01
BEGAN_epoch44_step430000_1747.png,6.589147448539733887e-01
BEGAN_epoch44_step430000_1547.png,6.214788556098937988e-01
BEGAN_epoch44_step430000_2055.png,6.563636660575866699e-01
BEGAN_epoch44_step430000_3852.png,9.825580716133117676e-01
BEGAN_epoch44_step430000_3678.png,1.050156593322753906e+00
BEGAN_epoch44_step430000_637.png,7.103174328804016113e-01
BEGAN_epoch44_step430000_40.png,7.190082073211669922e-01
BEGAN_epoch44_step430000_3598.png,1.145985245704650879e+00
BEGAN_epoch44_step430000_2643.png,5.584615468978881836e-01
BEGAN_epoch44_step430000_1212.png,6.399999856948852539e-01
BEGAN_epoch44_step430000_1158.png,9.712643027305603027e-01
BEGAN_epoch44_step430000_3933.png,3.426966369152069092e-01
BEGAN_epoch44_step430000_67.png,7.418032288551330566e-01
BEGAN_epoch44_step430000_776.png,1.076433062553405762e+00
BEGAN_epoch44_step430000_321.png,9.290779232978820801e-01
BEGAN_epoch44_step430000_934.png,1.046511530876159668e+00
BEGAN_epoch44_step430000_332.png,1.172523856163024902e+00
BEGAN_epoch44_step430000_3730.png,1.182155966758728027e+00
BEGAN_epoch44_step430000_2692.png,1.296874880790710449e+00
BEGAN_epoch44_step430000_143.png,5.091164112091064453e-01
BEGAN_epoch44_step430000_1245.png,8.485576510429382324e-01
BEGAN_epoch44_step430000_229.png,5.592105388641357422e-01
BEGAN_epoch44_step430000_11.png,1.039603829383850098e+00
BEGAN_epoch44_step430000_2621.png,5.931372642517089844e-01
BEGAN_epoch44_step430000_3465.png,1.315174937248229980e+00
BEGAN_epoch44_step430000_2727.png,8.349056243896484375e-01
BEGAN_epoch44_step430000_3492.png,9.575070142745971680e-01
BEGAN_epoch44_step430000_1926.png,4.951456189155578613e-01
BEGAN_epoch44_step430000_4081.png,5.133438110351562500e-01
BEGAN_epoch44_step430000_3173.png,7.058823108673095703e-01
BEGAN_epoch44_step430000_1853.png,8.228698968887329102e-01
BEGAN_epoch44_step430000_2012.png,9.290321469306945801e-01
BEGAN_epoch44_step430000_1054.png,7.014613151550292969e-01
BEGAN_epoch44_step430000_1377.png,9.321532845497131348e-01
BEGAN_epoch44_step430000_1270.png,8.122171163558959961e-01
BEGAN_epoch44_step430000_56.png,9.711537361145019531e-01
BEGAN_epoch44_step430000_2091.png,1.138181686401367188e+00
BEGAN_epoch44_step430000_151.png,5.950000286102294922e-01
BEGAN_epoch44_step430000_2909.png,7.887930274009704590e-01
BEGAN_epoch44_step430000_1836.png,1.278745532035827637e+00
BEGAN_epoch44_step430000_3409.png,6.624087691307067871e-01
BEGAN_epoch44_step430000_2947.png,8.030973076820373535e-01
BEGAN_epoch44_step430000_1302.png,6.865671873092651367e-01
BEGAN_epoch44_step430000_3513.png,4.809461236000061035e-01
BEGAN_epoch44_step430000_3142.png,1.022875666618347168e+00
BEGAN_epoch44_step430000_989.png,7.542734742164611816e-01
BEGAN_epoch44_step430000_2347.png,8.755980134010314941e-01
BEGAN_epoch44_step430000_1325.png,8.633092641830444336e-01
BEGAN_epoch44_step430000_1449.png,5.728476643562316895e-01
BEGAN_epoch44_step430000_3584.png,1.191275000572204590e+00
BEGAN_epoch44_step430000_2126.png,8.632074594497680664e-01
BEGAN_epoch44_step430000_2439.png,9.363394379615783691e-01
BEGAN_epoch44_step430000_2242.png,8.046510815620422363e-01
BEGAN_epoch44_step430000_2329.png,7.656903266906738281e-01
BEGAN_epoch44_step430000_866.png,6.903846263885498047e-01
BEGAN_epoch44_step430000_3446.png,8.554501533508300781e-01
BEGAN_epoch44_step430000_2455.png,9.452053904533386230e-01
BEGAN_epoch44_step430000_1665.png,1.119205236434936523e+00
BEGAN_epoch44_step430000_3916.png,9.349111318588256836e-01
BEGAN_epoch44_step430000_2785.png,5.854838490486145020e-01
BEGAN_epoch44_step430000_3193.png,7.899342775344848633e-01
BEGAN_epoch44_step430000_2839.png,1.060059905052185059e+00
BEGAN_epoch44_step430000_2930.png,6.479820013046264648e-01
BEGAN_epoch44_step430000_2749.png,8.845069408416748047e-01
BEGAN_epoch44_step430000_3300.png,7.531645298004150391e-01
BEGAN_epoch44_step430000_2873.png,1.088956952095031738e+00
BEGAN_epoch44_step430000_2973.png,1.115501403808593750e+00
